parent,child,role
B11-3082004,B12-3170641,sire
B10-3000210,B12-3170641,dam
B06-3107134,B11-3082004,sire
B00-3124098,B11-3082004,dam
CHN08-09-013052,CHN2008-102065,sire
CHN08-09-013053,CHN2008-102065,dam
CHN98-10-538799,CHN08-09-013052,sire
CHN98-10-539145,CHN08-09-013052,dam
CHN98-10-538799,CHN08-09-013053,sire
CHN98-10-539145,CHN08-09-013053,dam
B11-3082043,B12-3170653,sire
B11-3082019,B12-3170653,dam
B06-3107134,B11-3082043,sire
B00-3124098,B11-3082043,dam
B08-3193835,B11-3082019,sire
B08-3109017,B11-3082019,dam
B01-3033103,BELG2008-3109200,sire
B06-3107034,BELG2008-3109200,dam
B92-3040434,B01-3033103,sire
B96-3315906,B01-3033103,dam
B98-3145155,B06-3107034,sire
B00-3124098,B06-3107034,dam
B04-3104129,B09-3167998,sire
B04-3099075,B09-3167998,dam
B99-3221059,B04-3104129,sire
B98-3145039,B04-3104129,dam
B02-3026083,B04-3099075,sire
B01-3076129,B04-3099075,dam
B02-3074205,BELG2008-3109198,sire
B02-3056146,BELG2008-3109198,dam
B89-3015406,B02-3074205,sire
B84-3152246,B02-3074205,dam
B01-3222013,B02-3056146,sire
B00-3146009,B02-3056146,dam
CHN02-10-600606,CHN2010-12-086022,sire
CHN08-12-215889,CHN2010-12-086022,dam
B04-3104129,BELG2008-3109190,sire
B04-5195771,BELG2008-3109190,dam
B97-3200074,B04-3104129,dam
B98-5027561,B04-5195771,sire
B98-5027541,B04-5195771,dam
CHN02-10-600606,CHN2010-086021,sire
CHN08-12-215889,CHN2010-086021,dam
B02-3056134,BELG2008-3109181,sire
B05-3105046,BELG2008-3109181,dam
B98-3145155,B02-3056134,sire
B87-4310082,B02-3056134,dam
B01-3033103,B05-3105046,sire
B00-3167720,B05-3105046,dam
CHN07-10-016127,CHN11-10-035791,sire
CHN07-10-010981,CHN11-10-035791,dam
NL89-0542332,CHN07-09-425140,sire
NL89-0542331,CHN07-09-425140,dam
NL95-1957313,CHN2008-09-360007,sire
NL95-5587122,CHN2008-09-360007,dam
B03-3103164,BEGL2008-3109170,sire
B00-3124098,BEGL2008-3109170,dam
B01-3222067,B03-3103164,sire
B97-32353721997,B03-3103164,dam
B92-3138647,B00-3124098,sire
B95-3336674,B00-3124098,dam
CHN09-10-573932,CHN2010-096369,sire
CHN08-10-589543,CHN2010-096369,dam
B99-3221110,BELG2008-3109168,sire
B06-3107182,BELG2008-3109168,dam
B93-3130073,B99-3221110,sire
B85-6527336,B99-3221110,dam
B98-3145079,B06-3107182,sire
B00-3124098,B06-3107182,dam
CHN08-09-013193,CHN11-01-770278,sire
CHN08-09-592896,CHN11-01-770278,dam
B04-3104012,BELG2008-3109172,sire
B05-3105106,BELG2008-3109172,dam
B98-3145096,B04-3104012,sire
B92-3040429,B04-3104012,dam
B02-3056134,B05-3105106,sire
B02-3056164,B05-3105106,dam
B07-3183782,BELG2008-3109163,sire
B07-3107018,BELG2008-3109163,dam
B00-3257134,B07-3183782,sire
B07-3107011,B07-3183782,dam
B03-3103042,B07-3107018,sire
B03-3184841,B07-3107018,dam
B06-3107061,BELG2008-3109193,sire
B07-4216956,BELG2008-3109193,dam
B02-3056165,B06-3107061,sire
B99-3076717,B06-3107061,dam
B03-4329014,B07-4216956,sire
B05-4323995,B07-4216956,dam
CHN03-252131,CHN2005-01-435702,sire
CHN01-01-113951,CHN2005-01-435702,dam
CHN03-252131,CHN2005-01-435788,sire
CHN01-01-113951,CHN2005-01-435788,dam
CHN03-252131,CHN2005-01-435701,sire
CHN01-01-113951,CHN2005-01-435701,dam
CHN03-252131,CHN2005-01-414131,sire
CHN01-01-113951,CHN2005-01-414131,dam
CHN03-252131,CHN2005-01-435732,sire
CHN01-01-113951,CHN2005-01-435732,dam
CHN03-252131,CHN2005-01-435720,sire
CHN01-01-113951,CHN2005-01-435720,dam
B96-6615170,BELG2008-6314621,sire
B00-6156401,BELG2008-6314621,dam
B82-6380170,B96-6615170,sire
B87-2297197,B96-6615170,dam
B90-6277606,B00-6156401,sire
B93-6228670,B00-6156401,dam
BELG2004-4277487,TFPF2007-211407,sire
B01-6455003,B09-6269285,sire
B06-6148141,B09-6269285,dam
B11-2101195,B15-3150600,dam
B08-2239338,B11-2101195,sire
B07-6399396,B11-6333517,sire
B07-6369527,B11-6333517,dam
B01-6455003,B07-6399396,sire
B02-6114797,B07-6399396,dam
B02-6113220,B07-6369527,sire
B03-6032888,B07-6369527,dam
B03-6257240,B10-6031878,sire
B06-6034734,B10-6031878,dam
B98-6335690,B03-6257240,sire
B97-6407575,B03-6257240,dam
B99-6517591,B06-6034734,sire
B02-2072711,B06-6034734,dam
NL07-2007621,NL15-1850159,sire
B01-3266512,NL07-2007621,sire
NL05-1936558,NL07-2007621,dam
B06-3008003,B15-3150419,sire
B14-3157495,B15-3150419,dam
B06-3008003,B14-3157495,sire
B09-3095175,B14-3157495,dam
B07-6399396,B11-6333518,sire
B07-6369527,B11-6333518,dam
B05-6176146,B10-6031862,sire
B06-6404429,B10-6031862,dam
B98-6335690,B05-6176146,sire
B97-6407575,B05-6176146,dam
B01-6225246,B06-6404429,sire
B04-6246934,B06-6404429,dam
NL07-2007621,NL14-1210044,sire
NL06-1266956,NL14-1210044,dam
B01-3266512,NL06-1266956,sire
NL05-1936558,NL06-1266956,dam
B11-6103169,B17-6092038,sire
B15-6073134,B17-6092038,dam
B04-6033267,B11-6103169,sire
B07-6207185,B11-6103169,dam
B12-6321296,B15-6073134,sire
B13-6310312,B15-6073134,dam
DV02098-08-520,DV02098-15-96,sire
DV02098-08-515,DV02098-15-96,dam
DV02098-05-580,DV02098-08-520,sire
NL05-1937948,DV02098-08-520,dam
DV02098-02-555,DV02098-08-515,sire
B02-6433588,DV02098-08-515,dam
DV02098-08-520,DV02098-15-363,sire
DV02098-08-515,DV02098-15-363,dam
B04-6073611,DV0824-12-820,sire
B04-6073812,DV0824-12-820,dam
B01-6455003,B04-6073611,sire
B01-6455003,B04-6073812,sire
B01-6094302,B04-6073812,dam
B11-6091899,B15-6100897,sire
B12-6321502,B15-6100897,dam
B06-6410698,B11-6091899,sire
B07-6043939,B11-6091899,dam
B08-6385535,B16-6166859,sire
B09-6269285,B16-6166859,dam
B01-6455003,B08-6385535,sire
B02-6114797,B08-6385535,dam
B03-6086005,B11-6342127,sire
B06-6210005,B11-6342127,dam
B95-6246005,B03-6086005,sire
B02-6183649,B03-6086005,dam
B95-6246005,B06-6210005,sire
B97-6466984,B06-6210005,dam
B02-6508543,B12-6327737,sire
B06-6210005,B12-6327737,dam
B95-6246005,B02-6508543,sire
B96-6286052,B02-6508543,dam
B02-6508543,B11-6342129,sire
B04-6095755,B11-6342129,dam
B95-6246005,B04-6095755,sire
B97-6390083,B04-6095755,dam
B10-6339937,B12-6321226,sire
B10-6146350,B12-6321226,dam
B03-6192634,B10-6146350,sire
B12-6315126,B15-6099823,sire
B11-6102933,B15-6099823,dam
B10-6291398,B11-6102933,sire
B09-6109996,B11-6102933,dam
B12-6315126,B15-6099822,sire
B11-6102933,B15-6099822,dam
B12-6315127,B15-6099827,sire
B14-6095402,B15-6099827,dam
B12-6315153,B14-6095402,sire
B08-6064585,B14-6095402,dam
NL99-1861305,NL10-1294823,sire
NL05-2132538,NL10-1294823,dam
NL86-183633,NL99-1861305,sire
NL04-1590412,NL05-2132538,sire
NL93-2101409,NL05-2132538,dam
NL94-2483933,NL04-1590412,sire
NL89-1140179,NL93-2101409,sire
NL84-954984,NL93-2101409,dam
NL96-1742833,NL08-1125189,sire
NL01-1350801,NL08-1125189,dam
NL92-2907649,NL96-1742833,sire
NL95-2648983,NL96-1742833,dam
NL97-2500708,NL01-1350801,sire
NL94-2542264,NL01-1350801,dam
B08-4056108,B10-4230322,sire
B08-6191404,B10-4230322,dam
B05-4346680,B08-4056108,sire
B05-4646605,B08-4056108,dam
B01-5193595,B08-6191404,sire
B03-6146635,B08-6191404,dam
B06-2083016,B10-2182159,sire
B08-6191590,B10-2182159,dam
B05-2141268,B06-2083016,sire
B02-2235443,B06-2083016,dam
B06-6087309,B08-6191590,sire
B06-2083035,B08-6191590,dam
B05-5219996,B15-2200185,sire
B04-5225384,B15-2200185,dam
B01-5026308,B05-5219996,sire
B04-5219991,B05-5219996,dam
B98-5202680,B04-5225384,sire
B11-6238509,B15-6202880,sire
B10-6284915,B15-6202880,dam
B06-6212441,B11-6238509,sire
B05-6445580,B11-6238509,dam
NL05-5534849,B10-6284915,sire
NL00-5150294,B10-6284915,dam
B09-3095085,B12-3088193,dam
B02-3255937,B09-3095085,sire
B02-3003668,B09-3095085,dam
B03-6192693,B07-6371098,sire
B01-6455003,B03-6192693,sire
B02-6113204,B03-6192693,dam
B08-6245196,B09-6130454,dam
DV02098-09-2121,DV03236-13-683,sire
DV02098-95-12,DV02098-09-2121,sire
B13-5036345,B15-2200189,sire
B10-5020795,B15-2200189,dam
B05-5219996,B13-5036345,sire
B04-5225384,B13-5036345,dam
B06-5101325,B10-5020795,sire
B05-5138927,B10-5020795,dam
B05-6221037,B09-6130642,sire
DV03236-12-959,DV03236-13-687,sire
DV02098-09-2121,DV03236-12-959,sire
B10-5020635,B15-2200177,sire
B13-5036227,B15-2200177,dam
B02-5220738,B10-5020635,sire
B03-5082553,B10-5020635,dam
B05-5219996,B13-5036227,sire
B04-5225384,B13-5036227,dam
B11-5025600,B15-2200161,sire
B10-5020800,B15-2200161,dam
B06-5101387,B11-5025600,sire
B07-5114941,B11-5025600,dam
B06-5101325,B10-5020800,sire
B05-5138927,B10-5020800,dam
B10-5020728,B15-2200159,sire
B07-5112091,B15-2200159,dam
B05-5219996,B10-5020728,sire
B04-5225384,B10-5020728,dam
D0478-96-143,B07-5112091,sire
B04-5066714,B07-5112091,dam
B10-5020728,B15-2200160,sire
B07-5112091,B15-2200160,dam
B10-5020728,B15-2200317,sire
B07-5112091,B15-2200317,dam
B10-5020728,B15-2200318,sire
B07-5112091,B15-2200318,dam
B07-7479070,BE15-3147776,dam
B03-3130412,B07-7479070,dam
B04-3001674,NL10-1165672,sire
B06-3204724,NL10-1165672,dam
B90-3119128,B04-3001674,sire
B01-3031244,B04-3001674,dam
B98-3158062,B06-3204724,sire
B01-3172930,B06-3204724,dam
B07-7479070,BE15-3147775,dam
NL05-1990184,NL11-1237503,sire
NL10-1165875,NL11-1237503,dam
B96-3156136,NL05-1990184,dam
NL03-5343048,NL10-1165875,sire
B06-3204724,NL10-1165875,dam
B05-3006583,B14-3067142,sire
B04-3069721,B14-3067142,dam
B94-3237367,B05-3006583,sire
B98-3158062,B04-3069721,sire
B04-3001781,NL11-1237557,sire
NL02-2320271,NL11-1237557,dam
B04-3001781,NL15-1273742,sire
NL12-1130257,NL15-1273742,dam
B00-3195099,B04-3001781,dam
NL02-2320271,NL12-1130257,dam
B04-3001781,NL15-1273996,sire
NL09-1727851,NL15-1273996,dam
NL03-5343048,NL09-1727851,sire
B06-3204724,NL09-1727851,dam
BE06-3008003,BE11-31726734,sire
B07-510704,BE11-31726734,dam
BE98-3158062,BE06-3008003,sire
B00-9103534,B07-510704,sire
B02-681972,B07-510704,dam
B05-3006583,B11-3170598,sire
BE05-3006503,BE11-3170537,sire
B98-3158062,BE05-3006503,sire
B97-6539152,BE05-3006503,dam
B09-3040149,BE10-3179388,dam
B06-2158233,B09-3040149,sire
B08-3037512,B09-3040149,dam
B07-1873253,B10-6166099,dam
NL05-5528604,NL07-1544636,sire
NL03-2117568,NL07-1544636,dam
NL04-1753149,NL05-5528604,sire
NL00-1623016,NL05-5528604,dam
NL95-2312399,NL03-2117568,sire
NL96-1890747,NL03-2117568,dam
NL04-4173375,NL13-1022769,sire
NL12-1392739,NL13-1022769,dam
NL02-5222556,NL04-4173375,sire
NL02-5222563,NL04-4173375,dam
NL03-2117599,NL12-1392739,sire
NL11-1506754,NL12-1392739,dam
NL99-1209719,NL03-2117599,sire
NL01-2189341,NL03-2117599,dam
NL07-1544651,NL11-1506754,sire
NL04-4173376,NL11-1506754,dam
NL03-5326666,NL11-1506863,sire
NL07-1544636,NL11-1506863,dam
NL99-5939569,NL03-5326666,sire
NL96-5638678,NL03-5326666,dam
NL04-1753330,NL11-1506835,sire
NL05-5528635,NL11-1506835,dam
NL95-2312399,NL04-1753330,sire
NL96-1890747,NL04-1753330,dam
NL94-1015169,NL05-5528635,sire
NL98-2373178,NL05-5528635,dam
NL03-2117577,NL11-1506892,sire
NL03-2117620,NL11-1506892,dam
NL01-2189216,NL03-2117577,sire
NL01-2189288,NL03-2117577,dam
NL98-1539928,NL03-2117620,sire
NL96-1036323,NL03-2117620,dam
B04-3001781,NL12-1130740,sire
B05-3006553,NL12-1130740,dam
B01-4429827,B05-3006553,sire
B04-3001781,NL10-1164680,sire
NL02-2320271,NL10-1164680,dam
B95-3211424,NL02-2320271,sire
B95-3211468,NL02-2320271,dam
B08-6050294,NL12-1130145,sire
NL10-1164574,NL12-1130145,dam
NL03-5343048,NL13-1705761,sire
NL09-1735740,NL13-1705761,dam
NL12-1562293,NL13-1189901,sire
NL04-2076395,NL13-1189901,dam
NL15-1682141,NL16-1475118,sire
NL08-1564519,NL16-1475118,dam
NL04-0450098,NL09-3932449,sire
NL09-3932384,NL09-3932449,dam
NL03-0376794,NL09-1342528,sire
NL07-1973281,NL09-1342528,dam
B01-6182211,BE12-5034338,sire
B10-5143339,BE12-5034338,dam
BE01-6182211,BE12-5034371,sire
NL07-1052405,BE12-5034371,dam
B01-6182211,BE12-5034372,sire
NL07-1052405,BE12-5034372,dam
B01-6182211,BE12-5034419,sire
BE11-5113306,BE12-5034419,dam
NL09-1858509,NL12-1999862,sire
NL09-1858519,NL12-1999862,dam
NL09-1858509,NL12-1999863,sire
NL09-1858519,NL12-1999863,dam
NL03-1943126,NL12-1999851,sire
NL06-1313338,NL12-1999851,dam
NL07-1397156,NL12-1999853,sire
NL10-1294830,NL12-1999853,dam
NL10-1294831,NL12-1999859,sire
NL06-1792785,NL12-1999859,dam
NL99-1861278,NL12-1999814,sire
NL05-2132976,NL12-1999814,dam
NL00-2454567,NL12-1254151,sire
NL09-1858471,NL12-1254151,dam
NL93-5334501,NL09-1858471,sire
NL06-1313338,NL09-1858471,dam
NL89-6019724,NL93-5334501,sire
NL01-2189761,NL06-1313338,sire
NL99-1209763,NL06-1313338,dam
NL10-1136251,NL12-1254134,sire
NL08-2135469,NL12-1254134,dam
BE10-5105872,BE12-6032740,sire
BE11-6171590,BE12-6032740,dam
B09-5052443,BE10-5105872,sire
B06-5078318,BE10-5105872,dam
B00-6553598,B09-5052443,sire
BE02-5139433,B09-5052443,dam
BE00-6553596,B06-5078318,sire
BE00-5200373,B06-5078318,dam
BE01-5193595,BE09-6086178,sire
BE99-6422553,BE09-6086178,dam
B10-2182159,BE11-6327880,sire
B09-6086185,BE11-6327880,dam
B10-2182150,BE11-6327881,sire
B09-6086185,BE11-6327881,dam
B08-5118731,BE11-6327896,sire
B11-6327883,BE13-6037118,sire
B10-6195316,BE13-6037118,dam
BE12-3168830,BE15-3025149,sire
BE07-510175,BE15-3025149,dam
BE99-3199708,BE12-3168830,sire
BE98-9147129,BE07-510175,sire
BE98-9147107,BE07-510175,dam
BE12-3168830,BE15-3025150,sire
BE07-510175,BE15-3025150,dam
B07-3008349,B10-3047059,sire
B06-3008234,B10-3047059,dam
B02-3003538,B07-3008349,sire
B01-3031030,B07-3008349,dam
B02-4333308,B06-3008234,sire
B02-3185273,B06-3008234,dam
B01-3117084,B11-3123801,sire
B07-3128450,B11-3123801,dam
B96-3156009,B01-3117084,sire
B97-3157374,B01-3117084,dam
B99-3243699,B07-3128450,sire
B01-3031189,B07-3128450,dam
B02-3185762,B11-3123806,sire
B07-3128427,B11-3123806,dam
B98-3240120,B02-3185762,sire
B98-3240153,B02-3185762,dam
B01-3117018,B07-3128427,sire
B01-3266509,B07-3128427,dam
B04-3001781,NL10-1164549,sire
B05-3224585,NL10-1164549,dam
B01-3031007,B05-3224585,sire
B04-3001796,B05-3224585,dam
B05-30006569,BE15-3025296,sire
B08-3192649,BE15-3025296,dam
B06-3008003,BE11-3170595,sire
B07-510075,BE11-3170595,dam
NL03-1707825,NL09-1647287,sire
NL07-1180553,NL09-1647287,dam
NL99-1559577,NL03-1707825,sire
NL94-4255674,NL03-1707825,dam
NL99-1585505,NL07-1180553,sire
NL00-1122230,NL07-1180553,dam
NL07-1369905,NL11-1343916,sire
NL07-1375093,NL11-1343916,dam
NL02-1116757,NL07-1369905,sire
NL05-2103618,NL07-1369905,dam
NL01-4140734,NL07-1375093,sire
NL06-1764102,NL07-1375093,dam
NL07-1847571,NL12-5204724,sire
NL05-5507944,NL12-5204724,dam
BE03-6032896,NL12-1793100,sire
NL09-1386124,NL12-1793100,dam
B2003-1692564,NL2013-1802209,sire
N2010-1272410,NL2013-1802209,dam
B87-6488840,NL2004-1559362,sire
B82-6271130,NL2004-1559362,dam
NL87-1473403,NL98-2223367,sire
NL84-975732,NL98-2223367,dam
B93-6234444,NL2004-1559362,sire
NL98-2223367,NL2004-1559362,dam
B87-6488840,B93-6234444,sire
B82-6271130,B93-6234444,dam
B98-3158062,B04-3230803,sire
B93-3354340,B04-3230803,dam
B89-6727919,B99-6559730,sire
B91-6227401,B99-6559730,dam
NL1987-2125386,NL1997-1560008,sire
NL1993-2646372,NL1997-1560008,dam
NL1996-5666011,NL1998-1249271,sire
NL1996-5666017,NL1998-1249271,dam
B2000-4317176,BELG2009-4331529,sire
B2002-4064532,BELG2009-4331529,dam
B1993-4449137,B2000-4317176,sire
B1997-4182143,B2000-4317176,dam
B1993-4655123,B2002-4064532,sire
B1999-4262223,B2002-4064532,dam
B01-4094638,BELG2008-4335786,sire
B04-4217115,BELG2008-4335786,dam
B99-4262223,B01-4094638,dam
B2007-4081813,BELG10-4328067,sire
B2008-4130304,BELG10-4328067,dam
B2000-4317119,B2008-4130304,sire
B2005-4391911,B2008-4130304,dam
B92-4490676,B06-4143265,sire
B03-3001764,B06-4143265,dam
B04-2202420,B07-2090939,sire
B03-2242332,B07-2090939,dam
NL01-5150323,NL08-1549099,sire
NL05-1405393,NL08-1549099,dam
NL03-1147135,NL07-1786810,sire
NL05-1358883,NL07-1786810,dam
B00-6032231,B12-6195702,sire
B03-6437325,B12-6195702,dam
B90-6331119,B00-6032231,sire
B94-6093575,B00-6032231,dam
B02-6051777,B03-6437325,sire
B97-6101027,B03-6437325,dam
B2000-4317176,B11-4302327,sire
B2004-2298053,B11-6226364,sire
B2006-6413719,B11-6226364,dam
B1999-2251413,B2004-2298053,sire
B2001-2204067,B2004-2298053,dam
B2002-6350191,B2006-6413719,sire
B2005-6118235,B2006-6413719,dam
B2007-6229056,B11-6226345,sire
B2008-6259134,B11-6226345,dam
B2003-6277418,B2007-6229056,sire
B2001-6179491,B2007-6229056,dam
B2003-6460062,B2008-6259134,sire
B2003-6460053,B2008-6259134,dam
B2007-6229174,B12-6042610,sire
B2010-6342782,B12-6042610,dam
B2003-6460062,B2007-6229174,sire
B2004-6202091,B2007-6229174,dam
B2005-6052111,B2010-6342782,sire
B2010-6342806,B12-6042506,sire
B2010-6342743,B12-6042506,dam
B2002-6354241,B2010-6342806,sire
B20056-6052027,B2010-6342806,dam
B2005-6054295,B2010-6342743,sire
B2005-6054214,B2010-6342743,dam
B00-6032231,B11-6341699,sire
B03-6437325,B11-6341699,dam
B04-4295566,B09-2054434,sire
B97-3185048,B09-2054434,dam
NL06-1648300,NL09-2085892,sire
NL06-1648189,NL09-2085892,dam
NL01-1886800,NL02-1635214,sire
NL98-1215892,NL02-1635214,dam
B07-6143422,B08-6236944,sire
B07-6143489,B08-6236944,dam
B97-6549518,B08-6236938,sire
B04-6265667,B08-6236938,dam
B97-6549518,B08-6236937,sire
B04-6265667,B08-6236937,dam
B2003-4135895,B09-4340115,sire
B2007-4361074,B09-4340115,dam
B2003-4135895,B2007-4361074,sire
B2002-4064532,B2007-4361074,dam
B15-6036593,B18-6188425,sire
B08-6232613,B17-6256025,sire
B12-6318793,B17-6256025,dam
B94-6093632,B08-6232613,sire
B04-6208191,B08-6232613,dam
B07-6140038,B12-6318793,sire
B06-6185566,B12-6318793,dam
B10-6217260,B17-6256055,sire
B08-6232780,B17-6256055,dam
B07-6140215,B10-6217260,sire
B09-6240841,B10-6217260,dam
B94-6093632,B08-6232780,sire
B07-6140250,B08-6232780,dam
B15-4264259,B19-6124668,sire
B14-6212637,B19-6124668,dam
B13-6139803,B15-4264259,sire
B12-6327926,B15-4264259,dam
B13-6306899,B14-6212637,sire
B12-6123808,B14-6212637,dam
B12-6321655,B19-6124691,sire
B12-6324902,B19-6124691,dam
B02-6113220,B12-6321655,sire
B10-6339927,B12-6321655,dam
B12-6123209,B12-6324902,sire
B11-6094115,B12-6324902,dam
B14-3034145,B14-3155761,sire
B12-3142052,B14-3155761,dam
NL11-1742470,B14-3034145,sire
B11-6244601,B14-3034145,dam
B11-6244612,B12-3142052,sire
NL11-1742491,B12-3142052,dam
B14-3034145,B14-3034042,sire
B12-3142052,B14-3034042,dam
B15-3025032,NL19-1132564,sire
B14-3067282,NL19-1132564,dam
B13-3159460,B15-3025032,sire
B12-3691293,B15-3025032,dam
B05-3006569,B14-3067282,sire
B11-2018427,B14-3067282,dam
B05-3006764,B11-2018427,sire
NL09-1728138,B11-2018427,dam
B16-3141659,NL19-1132568,sire
B14-3150697,NL19-1132568,dam
B06-3008003,B16-3141659,sire
B09-3095085,B16-3141659,dam
B05-3006569,B14-3150697,sire
B07-3153257,B14-3150697,dam
B09-5147679,B13-5096310,sire
B09-5139520,B13-5096310,dam
B05-4318884,B09-5147679,sire
B01-5063253,B09-5147679,dam
B05-5022143,B09-5139520,sire
B05-5022085,B09-5139520,dam
NL11-1533532,NL13-1698878,sire
NL12-1045548,NL13-1698878,dam
DV0135-10-470,NL11-1533532,sire
DV07364-07-474,NL11-1533532,dam
NL10-1082745,NL12-1045548,sire
NL10-1075530,NL12-1045548,dam
NL09-1425512,B12-6140698,sire
B09-6041720,B12-6140698,dam
B98-6522539,NL09-1425512,sire
NL08-1537990,NL09-1425512,dam
NL05-5534849,B09-6041720,sire
NL07-1817515,B09-6041720,dam
NL12-1783897,B13-6308079,sire
B12-6327841,B13-6308079,dam
NL07-2007621,NL12-1783897,sire
NL07-2062828,NL12-1783897,dam
B08-6338005,B12-6327841,sire
B09-6040169,B12-6327841,dam
BE07-6229144,B12-6323350,sire
BE08-6259130,B12-6323350,dam
BE03-6460062,BE07-6229144,sire
BE02-6354241,BE08-6259130,sire
BE05-6052018,B12-6314204,sire
BE08-6374778,B12-6314204,dam
BE08-6259264,B12-6042221,sire
BE06-64111972,B12-6042221,dam
BE14-6168603,B14-6298449,sire
BE11-6177155,B14-6298449,dam
NL04-2169889,NL06-1078565,sire
NL2005-1405217,NL06-1078565,dam
NL99-5957358,NL04-2169889,sire
NL01-5150561,NL04-2169889,dam
NL2000-5054778,NL2005-1405217,sire
NL2000-2469540,NL2005-1405217,dam
NL04-2061561,NL07-1828811,sire
NL99-5957358,NL04-2061561,sire
NL98-1358677,NL04-2061561,dam
BE06-9115738,NL12-2561448,sire
NL08-1487733,NL12-2561448,dam
B10-2045162,B15-2122730,dam
B07-2090939,B10-2045162,sire
B00-2117204,B10-2045162,dam
NL2009-1186588,NL10-1682365,sire
NL2009-1186403,NL10-1682365,dam
NL1998-1215870,NL2009-1186588,sire
NL2005-1394881,NL2009-1186588,dam
NL2004-2050252,NL2009-1186403,dam
B99-3020065,B04-3099082,sire
B00-3146013,B04-3099082,dam
B95-3263118,B04-3099036,sire
B01-3076022,B04-3099036,dam
B97-3221726,B07-3141627,sire
B01-5241982,B07-3141627,dam
B05-3185086,B06-3208687,sire
B05-3185008,B06-3208687,dam
CHN2014-01-300659,CHN2015-01-0822632,sire
CHN2014-01-300664,CHN2015-01-0822632,dam
NL2010-17006689,NL2013-1255822,sire
NL06-1547278,NL2010-17006689,sire
NL2013-1255822,CHN2016-01-1180608,sire
B08-6314622,B12-6236424,sire
B09-6222815,B12-6236424,dam
NL12-1137157,NL13-1584104,dam
B08-6314622,B11-6265448,sire
B07-6076351,B11-6265448,dam
B05-6448135,B07-6076351,dam
B97-6165725,B05-6448135,sire
B04-6277729,B05-6448135,dam
B08-6314622,B11-6265474,sire
B07-6076351,B11-6265474,dam
B08-6314622,B11-6265473,sire
B07-6076351,B11-6265473,dam
NL02-2070856,NL06-1975087,sire
NL01-2129003,NL06-1975087,dam
NL08-5818820,NL2012-1389525,sire
NL11-1503486,NL2012-1389525,dam
B12-6321370,NL2014-1603723,sire
NL13-1802453,NL2014-1603723,dam
B10-6146101,B12-6321370,sire
B09-6269364,B12-6321370,dam
B03-6192564,NL13-1802453,sire
NL10-1272410,NL13-1802453,dam
B12-3032081,BELG2013-3035237,sire
B11-3063674,BELG2013-3035237,dam
B05-3149404,B12-3032081,sire
B07-3148882,B12-3032081,dam
B07-3148899,B11-3063674,sire
B07-3148882,B11-3063674,dam
B01-6499306,BELG2011-6061221,sire
B09-4101957,BELG2011-6061221,dam
B93-6442526,B01-6499306,sire
B93-6221429,B01-6499306,dam
B07-4212846,B09-4101957,sire
B06-4060676,B09-4101957,dam
NL12-5200045,NL2014-1409341,sire
NL13-4244924,NL2014-1409341,dam
NL11-1123225,NL12-5200045,sire
NL11-1127081,NL12-5200045,dam
NL09-3959814,NL13-4244924,sire
NL05-2016739,NL13-4244924,dam
NL06-1464349,NL2010-2031686,sire
NL07-1077420,NL2010-2031686,dam
NL94-2059856,NL06-1464349,sire
NL99-1420371,NL06-1464349,dam
NL05-1804060,NL07-1077420,sire
NL05-1804020,NL07-1077420,dam
DV1164-12-282,DV1164-14-237,sire
DV1164-12-286,DV1164-14-237,dam
DV1164-07-524,DV1164-12-282,sire
DV1164-06-242,DV1164-12-282,dam
DV1274-10-205,DV1164-12-286,sire
DV1164-09-700,DV1164-12-286,dam
B10-6201655,DE08619-15-61,sire
NL1510-14-68,DE08619-15-61,dam
B04-6105661,B10-6201655,sire
B08-6071339,B10-6201655,dam
NL5343-03-48,NL1510-14-68,sire
B6316-08-120,NL1510-14-68,dam
B12-6315153,B15-6099775,sire
B08-6064585,B15-6099775,dam
B11-6115021,B12-6315153,sire
B10-6031800,B12-6315153,dam
B04-6036475,B08-6064585,sire
B06-6053535,B08-6064585,dam
B12-6315127,B15-6099773,sire
B14-6095402,B15-6099773,dam
B03-6257098,B12-6315127,sire
B10-3169150,B12-6315127,dam
B08-6177503,B14-6241146,sire
B11-6240721,B14-6241146,dam
B05-6176147,B08-6177503,sire
B05-6176104,B08-6177503,dam
B05-6045015,B11-6240721,sire
